filename,source,suggested_label,min_centroid_distance_norm,final_label,flagged_for_review
438_jpg.rf.0beeebe923e1134ebd7f7745c77e04ca.jpg,child_only,safe (trivial),,safe,false
439_jpg.rf.017943b49f74c5a756c4e090669650db.jpg,child_only,safe (trivial),,safe,false
440_jpg.rf.6135724faf0dc7b64419115eb665b0d9.jpg,child_only,safe (trivial),,safe,false
442_jpg.rf.c92f78c2536b89142114a7f21c1decf8.jpg,child_only,safe (trivial),,safe,false
443_jpg.rf.47749325635bbd7e3c36d0e32c0c0e36.jpg,child_only,safe (trivial),,safe,false
444_jpg.rf.0cca17dc436b87c178c44797fa849b21.jpg,child_only,safe (trivial),,safe,false
445_jpg.rf.dcc0954a1993e3f0c2e53d2ea3529cc4.jpg,child_only,safe (trivial),,safe,false
446_jpg.rf.46356d856eec6660e9651bf515710ddc.jpg,child_only,safe (trivial),,safe,false
447_jpg.rf.3d25afb7b6b99c1524aed72109e84cbd.jpg,child_only,safe (trivial),,safe,false
448_jpg.rf.e6f4198974b6008a79795facb88a0158.jpg,child_only,safe (trivial),,safe,false
449_jpg.rf.ccaaa0af706d3622d0c14765009f08ec.jpg,child_only,safe (trivial),,safe,false
450_jpg.rf.78db1ef1e48b1b2ebd2fd36b23d8e892.jpg,child_only,safe (trivial),,safe,false
q_jpg.rf.0944401b07bfa6d94fa2d0319d86ebd3.jpg,child_only,safe (trivial),,safe,false
qqq_jpg.rf.2149f0b0432081c23cd44be531444928.jpg,child_only,safe (trivial),,safe,false
qqqqq_jpg.rf.54f327d1fb1f9a069381cc927e8ae0bb.jpg,child_only,safe (trivial),,safe,false
346_jpg.rf.7ee333d975d77031b35f8fc0476e1e8e.jpg,child_only,safe (trivial),,safe,false
355_jpg.rf.aec9a93a6138bbab4a6f9e858af62190.jpg,child_only,safe (trivial),,safe,false
398_jpg.rf.7cf1d39cccdfd6fd853983f2abd48267.jpg,child_only,safe (trivial),,safe,false
404_jpg.rf.9b95caf9f7451a921164c0695d29e887.jpg,child_only,safe (trivial),,safe,false
409_jpg.rf.1be1f53eee9db5e2914e07737d3153ec.jpg,child_only,safe (trivial),,safe,false
424_jpg.rf.fc73f6ed681a7615fad9d04a99c49a24.jpg,child_only,safe (trivial),,safe,false
427_jpg.rf.76b6a13c1b8664d5777a3e788ee67ae3.jpg,child_only,safe (trivial),,safe,false
qq_jpg.rf.79dbcec8ef9298edb381dd1098db6d6f.jpg,child_only,safe (trivial),,safe,false
qqqqqqq_jpg.rf.521cf8f38910eb8406194d3c8df03d6f.jpg,child_only,safe (trivial),,safe,false
qqqqqqqq_jpg.rf.2d27a3049312f44c938d2828f4ff63ae.jpg,child_only,safe (trivial),,safe,false
373_jpg.rf.8bc2d509e7a4eb76bb2e65b9c956e4e2.jpg,child_only,safe (trivial),,safe,false
420_jpg.rf.bcd4e11a145c7eaa241217317c99e757.jpg,child_only,safe (trivial),,safe,false
441_jpg.rf.4ca87d88ce88de1b231b7d3a87cb7d79.jpg,child_only,safe (trivial),,safe,false
qqqq_jpg.rf.31ea881b34f3d0bb7ccee8862e95e601.jpg,child_only,safe (trivial),,safe,false
qqqqqq_jpg.rf.dac3e025d5010ea3931060b405c96358.jpg,child_only,safe (trivial),,safe,false
